id,category,info,last_updated
3225,Offers,10% discount for new customers,2025-01-20
3226,Locations,"PGs available in Hinjawadi, Talwade, Pimple Saudagar, Baner",2025-01-14
3227,Pricing,Executive room in Kharadi: ₹15125/month,2025-01-18
3228,Locations,"PGs available in Pimple Saudagar, Baner, Kharadi",2025-01-29
3229,Availability,1 Shared rooms available in Pimple Saudagar,2025-01-07
3230,Offers,Free first-week meals,2025-01-09
3231,Availability,7 Shared rooms available in Talwade,2025-01-20
3232,Pricing,Shared room in Hinjawadi: ₹10986/month,2025-01-19
3233,Locations,"PGs available in Talwade, Kharadi, Baner, Pimple Saudagar, Hinjawadi",2025-01-25
3234,Offers,₹2000 off for 6-month stays,2025-01-04
3235,Availability,2 Shared rooms available in Baner,2025-01-30
3236,Availability,10 Shared rooms available in Talwade,2025-02-01
3237,Pricing,Private room in Hinjawadi: ₹15404/month,2025-01-29
3238,Locations,"PGs available in Hinjawadi, Baner, Kharadi, Pimple Saudagar, Talwade",2025-01-06
3239,Availability,9 Executive rooms available in Pimple Saudagar,2025-01-05
3240,Pricing,Executive room in Talwade: ₹18813/month,2025-01-30
3241,Availability,3 Shared rooms available in Baner,2025-01-18
3242,Locations,"PGs available in Hinjawadi, Kharadi, Pimple Saudagar",2025-01-20
3243,Pricing,Shared room in Hinjawadi: ₹10556/month,2025-02-01
3244,Locations,"PGs available in Talwade, Baner",2025-01-13
3245,Locations,"PGs available in Pimple Saudagar, Kharadi, Talwade, Hinjawadi, Baner",2025-01-05
3246,Availability,1 Executive rooms available in Talwade,2025-01-26
3247,Offers,10% discount for new customers,2025-02-01
3248,Availability,8 Shared rooms available in Hinjawadi,2025-01-20
3249,Locations,"PGs available in Talwade, Baner, Kharadi",2025-01-04
3250,Offers,10% discount for new customers,2025-02-01
3251,Locations,"PGs available in Hinjawadi, Kharadi, Baner",2025-01-05
3252,Pricing,Executive room in Kharadi: ₹15566/month,2025-01-05
3253,Pricing,Executive room in Talwade: ₹9316/month,2025-01-31
3254,Offers,₹2000 off for 6-month stays,2025-01-09
3255,Offers,₹2000 off for 6-month stays,2025-01-27
3256,Offers,₹2000 off for 6-month stays,2025-01-22
3257,Availability,3 Private rooms available in Pimple Saudagar,2025-02-03
3258,Locations,"PGs available in Pimple Saudagar, Baner",2025-01-04
3259,Pricing,Private room in Kharadi: ₹13247/month,2025-01-15
3260,Pricing,Executive room in Talwade: ₹15618/month,2025-01-16
3261,Availability,5 Shared rooms available in Pimple Saudagar,2025-01-31
3262,Offers,₹2000 off for 6-month stays,2025-01-27
3263,Availability,10 Shared rooms available in Hinjawadi,2025-01-31
3264,Locations,"PGs available in Kharadi, Pimple Saudagar, Talwade, Baner",2025-01-04
3265,Pricing,Private room in Baner: ₹15680/month,2025-01-24
3266,Availability,2 Shared rooms available in Kharadi,2025-01-16
3267,Locations,"PGs available in Baner, Hinjawadi",2025-01-04
3268,Offers,₹2000 off for 6-month stays,2025-01-18
3269,Availability,7 Executive rooms available in Baner,2025-01-29
3270,Pricing,Private room in Pimple Saudagar: ₹19257/month,2025-01-28
3271,Locations,"PGs available in Pimple Saudagar, Baner, Hinjawadi, Kharadi",2025-01-13
3272,Pricing,Private room in Baner: ₹18550/month,2025-01-26
3273,Availability,4 Executive rooms available in Baner,2025-01-30
3274,Locations,"PGs available in Kharadi, Baner",2025-01-23
3275,Locations,"PGs available in Talwade, Baner",2025-01-09
3276,Offers,10% discount for new customers,2025-01-08
3277,Pricing,Shared room in Baner: ₹10086/month,2025-01-31
3278,Pricing,Executive room in Kharadi: ₹19307/month,2025-01-26
3279,Pricing,Shared room in Baner: ₹8679/month,2025-01-10
3280,Locations,"PGs available in Talwade, Hinjawadi, Kharadi, Baner",2025-01-24
3281,Offers,Free first-week meals,2025-01-31
3282,Offers,Free first-week meals,2025-01-28
3283,Locations,"PGs available in Talwade, Baner, Kharadi, Hinjawadi",2025-01-18
3284,Pricing,Executive room in Talwade: ₹19954/month,2025-01-28
3285,Availability,10 Executive rooms available in Baner,2025-01-12
3286,Offers,10% discount for new customers,2025-02-02
3287,Availability,6 Private rooms available in Kharadi,2025-01-05
3288,Availability,3 Private rooms available in Kharadi,2025-01-19
3289,Offers,10% discount for new customers,2025-01-27
3290,Pricing,Executive room in Kharadi: ₹8828/month,2025-02-03
3291,Offers,Free first-week meals,2025-01-12
3292,Pricing,Shared room in Talwade: ₹17902/month,2025-01-22
3293,Offers,10% discount for new customers,2025-01-13
3294,Pricing,Private room in Pimple Saudagar: ₹13334/month,2025-01-24
3295,Pricing,Private room in Pimple Saudagar: ₹10099/month,2025-01-22
3296,Offers,10% discount for new customers,2025-01-23
3297,Pricing,Shared room in Pimple Saudagar: ₹10906/month,2025-01-19
3298,Availability,2 Executive rooms available in Pimple Saudagar,2025-01-21
3299,Locations,"PGs available in Kharadi, Baner, Hinjawadi, Talwade",2025-01-06
3300,Pricing,Private room in Hinjawadi: ₹8098/month,2025-01-11
3301,Offers,10% discount for new customers,2025-01-17
3302,Availability,6 Shared rooms available in Pimple Saudagar,2025-01-17
3303,Availability,5 Executive rooms available in Baner,2025-01-05
3304,Offers,Free first-week meals,2025-01-05
3305,Offers,₹2000 off for 6-month stays,2025-01-07
3306,Offers,10% discount for new customers,2025-01-15
3307,Offers,Free first-week meals,2025-01-17
3308,Locations,"PGs available in Pimple Saudagar, Talwade",2025-01-14
3309,Offers,Free first-week meals,2025-01-18
3310,Pricing,Private room in Hinjawadi: ₹17674/month,2025-01-25
3311,Offers,Free first-week meals,2025-01-21
3312,Pricing,Private room in Hinjawadi: ₹12752/month,2025-01-31
3313,Pricing,Executive room in Baner: ₹12614/month,2025-01-09
3314,Pricing,Private room in Kharadi: ₹19165/month,2025-02-02
3315,Offers,Free first-week meals,2025-01-21
3316,Pricing,Shared room in Hinjawadi: ₹13951/month,2025-01-12
3317,Pricing,Executive room in Pimple Saudagar: ₹17362/month,2025-01-08
3318,Pricing,Executive room in Baner: ₹9906/month,2025-01-15
3319,Pricing,Private room in Talwade: ₹11597/month,2025-01-23
3320,Availability,7 Shared rooms available in Kharadi,2025-01-30
3321,Pricing,Executive room in Pimple Saudagar: ₹14006/month,2025-01-30
3322,Pricing,Executive room in Kharadi: ₹16893/month,2025-01-22
3323,Offers,Free first-week meals,2025-01-09
3324,Pricing,Private room in Kharadi: ₹12273/month,2025-01-25
3325,Pricing,Executive room in Hinjawadi: ₹18400/month,2025-01-24
3326,Offers,10% discount for new customers,2025-01-07
3327,Offers,Free first-week meals,2025-01-19
3328,Availability,1 Private rooms available in Kharadi,2025-02-01
3329,Offers,₹2000 off for 6-month stays,2025-01-18
3330,Availability,7 Private rooms available in Baner,2025-01-10
3331,Offers,₹2000 off for 6-month stays,2025-01-26
3332,Availability,6 Shared rooms available in Baner,2025-01-16
3333,Offers,Free first-week meals,2025-01-11
3334,Availability,9 Shared rooms available in Talwade,2025-01-23
3335,Locations,"PGs available in Kharadi, Talwade, Baner, Hinjawadi",2025-01-11
3336,Pricing,Executive room in Baner: ₹15183/month,2025-01-10
3337,Pricing,Executive room in Kharadi: ₹17226/month,2025-01-30
3338,Offers,10% discount for new customers,2025-01-23
3339,Offers,10% discount for new customers,2025-02-03
3340,Locations,"PGs available in Hinjawadi, Talwade, Baner, Kharadi, Pimple Saudagar",2025-01-11
3341,Offers,Free first-week meals,2025-01-31
3342,Locations,"PGs available in Hinjawadi, Kharadi, Baner",2025-01-23
3343,Offers,Free first-week meals,2025-01-13
3344,Offers,₹2000 off for 6-month stays,2025-01-10
3345,Pricing,Shared room in Talwade: ₹15693/month,2025-01-17
3346,Offers,₹2000 off for 6-month stays,2025-01-20
3347,Offers,Free first-week meals,2025-01-23
3348,Availability,6 Shared rooms available in Kharadi,2025-02-01
3349,Pricing,Executive room in Talwade: ₹19764/month,2025-01-11
3350,Pricing,Shared room in Talwade: ₹16173/month,2025-01-29
3351,Offers,Free first-week meals,2025-01-31
3352,Offers,Free first-week meals,2025-01-18
3353,Pricing,Shared room in Talwade: ₹8022/month,2025-01-19
3354,Availability,3 Executive rooms available in Pimple Saudagar,2025-01-18
3355,Locations,"PGs available in Baner, Talwade, Kharadi, Hinjawadi",2025-01-27
3356,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Talwade, Baner, Kharadi",2025-01-09
3357,Pricing,Shared room in Pimple Saudagar: ₹17028/month,2025-01-26
3358,Availability,9 Private rooms available in Talwade,2025-01-15
3359,Pricing,Shared room in Hinjawadi: ₹17088/month,2025-01-17
3360,Offers,₹2000 off for 6-month stays,2025-02-03
3361,Availability,9 Shared rooms available in Talwade,2025-01-19
3362,Offers,10% discount for new customers,2025-01-09
3363,Locations,"PGs available in Pimple Saudagar, Talwade, Hinjawadi, Kharadi, Baner",2025-01-27
3364,Availability,5 Executive rooms available in Pimple Saudagar,2025-01-04
3365,Offers,₹2000 off for 6-month stays,2025-02-01
3366,Offers,10% discount for new customers,2025-01-20
3367,Locations,"PGs available in Talwade, Kharadi, Hinjawadi, Pimple Saudagar",2025-01-07
3368,Availability,9 Private rooms available in Pimple Saudagar,2025-01-11
3369,Pricing,Executive room in Baner: ₹18269/month,2025-01-11
3370,Availability,8 Executive rooms available in Baner,2025-02-01
3371,Availability,5 Executive rooms available in Talwade,2025-01-16
3372,Pricing,Executive room in Pimple Saudagar: ₹14793/month,2025-01-24
3373,Offers,Free first-week meals,2025-01-29
3374,Availability,2 Executive rooms available in Kharadi,2025-01-19
3375,Offers,₹2000 off for 6-month stays,2025-01-20
3376,Offers,10% discount for new customers,2025-01-06
3377,Locations,"PGs available in Baner, Talwade, Pimple Saudagar, Kharadi",2025-01-25
3378,Availability,4 Private rooms available in Hinjawadi,2025-01-04
3379,Availability,6 Executive rooms available in Hinjawadi,2025-01-09
3380,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Talwade, Baner, Kharadi",2025-01-25
3381,Pricing,Executive room in Kharadi: ₹10379/month,2025-01-22
3382,Pricing,Executive room in Kharadi: ₹9841/month,2025-01-06
3383,Locations,"PGs available in Kharadi, Baner",2025-01-29
3384,Pricing,Private room in Hinjawadi: ₹17385/month,2025-01-31
3385,Availability,3 Executive rooms available in Baner,2025-01-20
3386,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Kharadi, Baner",2025-01-16
3387,Availability,5 Shared rooms available in Baner,2025-01-14
3388,Locations,"PGs available in Talwade, Baner, Hinjawadi, Kharadi, Pimple Saudagar",2025-01-17
3389,Offers,Free first-week meals,2025-01-10
3390,Locations,"PGs available in Kharadi, Baner",2025-01-16
3391,Offers,10% discount for new customers,2025-01-11
3392,Offers,Free first-week meals,2025-01-12
3393,Availability,9 Executive rooms available in Kharadi,2025-01-30
3394,Availability,4 Executive rooms available in Baner,2025-01-30
3395,Locations,"PGs available in Baner, Pimple Saudagar, Talwade, Kharadi",2025-01-14
3396,Offers,10% discount for new customers,2025-01-04
3397,Offers,₹2000 off for 6-month stays,2025-01-25
3398,Locations,"PGs available in Baner, Kharadi, Talwade",2025-02-03
3399,Pricing,Shared room in Talwade: ₹13198/month,2025-01-18
3400,Locations,"PGs available in Talwade, Hinjawadi, Baner",2025-01-26
3401,Offers,10% discount for new customers,2025-01-20
3402,Availability,5 Executive rooms available in Baner,2025-01-21
3403,Availability,10 Shared rooms available in Baner,2025-01-21
3404,Availability,10 Executive rooms available in Pimple Saudagar,2025-01-23
3405,Locations,"PGs available in Pimple Saudagar, Talwade, Baner",2025-01-28
3406,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Talwade, Baner",2025-01-25
3407,Locations,"PGs available in Kharadi, Talwade, Hinjawadi, Baner",2025-01-06
3408,Pricing,Executive room in Pimple Saudagar: ₹8846/month,2025-01-23
3409,Pricing,Private room in Talwade: ₹14955/month,2025-01-24
3410,Locations,"PGs available in Hinjawadi, Baner",2025-01-27
3411,Locations,"PGs available in Talwade, Pimple Saudagar, Kharadi, Baner",2025-01-18
3412,Availability,10 Executive rooms available in Talwade,2025-01-30
3413,Locations,"PGs available in Talwade, Pimple Saudagar, Baner, Hinjawadi, Kharadi",2025-01-30
3414,Pricing,Private room in Hinjawadi: ₹18881/month,2025-01-04
3415,Locations,"PGs available in Talwade, Pimple Saudagar, Hinjawadi, Baner, Kharadi",2025-01-19
3416,Offers,Free first-week meals,2025-01-28
3417,Pricing,Executive room in Pimple Saudagar: ₹18491/month,2025-01-25
3418,Locations,"PGs available in Talwade, Pimple Saudagar",2025-01-24
3419,Availability,7 Shared rooms available in Kharadi,2025-01-20
3420,Availability,2 Private rooms available in Kharadi,2025-01-08
3421,Availability,4 Private rooms available in Hinjawadi,2025-02-03
3422,Offers,₹2000 off for 6-month stays,2025-01-30
3423,Availability,2 Executive rooms available in Pimple Saudagar,2025-01-23
3424,Offers,₹2000 off for 6-month stays,2025-01-09
3425,Pricing,Shared room in Talwade: ₹9319/month,2025-01-22
3426,Availability,5 Private rooms available in Kharadi,2025-01-05
3427,Pricing,Private room in Baner: ₹8724/month,2025-01-16
3428,Locations,"PGs available in Kharadi, Hinjawadi, Baner, Pimple Saudagar",2025-01-28
3429,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Talwade, Kharadi, Baner",2025-01-24
3430,Offers,10% discount for new customers,2025-01-14
3431,Availability,3 Private rooms available in Pimple Saudagar,2025-01-21
3432,Locations,"PGs available in Kharadi, Hinjawadi, Baner",2025-01-23
3433,Offers,10% discount for new customers,2025-01-28
3434,Pricing,Shared room in Baner: ₹17382/month,2025-01-08
3435,Availability,9 Private rooms available in Kharadi,2025-01-21
3436,Pricing,Private room in Pimple Saudagar: ₹10330/month,2025-02-03
3437,Availability,9 Private rooms available in Talwade,2025-01-11
3438,Offers,₹2000 off for 6-month stays,2025-01-28
3439,Availability,10 Shared rooms available in Pimple Saudagar,2025-01-17
3440,Availability,9 Shared rooms available in Pimple Saudagar,2025-01-19
3441,Availability,7 Executive rooms available in Baner,2025-01-15
3442,Offers,Free first-week meals,2025-01-06
3443,Availability,8 Shared rooms available in Pimple Saudagar,2025-01-13
3444,Availability,5 Private rooms available in Hinjawadi,2025-01-16
3445,Locations,"PGs available in Pimple Saudagar, Talwade, Hinjawadi, Kharadi",2025-01-23
3446,Availability,2 Executive rooms available in Talwade,2025-01-27
3447,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Pimple Saudagar",2025-01-13
3448,Locations,"PGs available in Baner, Talwade",2025-01-25
3449,Offers,Free first-week meals,2025-01-30
3450,Offers,10% discount for new customers,2025-01-07
3451,Offers,10% discount for new customers,2025-01-16
3452,Availability,2 Private rooms available in Talwade,2025-01-27
3453,Pricing,Shared room in Kharadi: ₹10808/month,2025-01-09
3454,Pricing,Private room in Baner: ₹14619/month,2025-01-28
3455,Offers,Free first-week meals,2025-01-15
3456,Offers,10% discount for new customers,2025-01-07
3457,Locations,"PGs available in Kharadi, Pimple Saudagar",2025-01-23
3458,Locations,"PGs available in Talwade, Hinjawadi, Pimple Saudagar, Kharadi",2025-01-27
3459,Pricing,Private room in Talwade: ₹13758/month,2025-01-31
3460,Availability,3 Executive rooms available in Kharadi,2025-01-26
3461,Offers,10% discount for new customers,2025-01-29
3462,Pricing,Executive room in Talwade: ₹10833/month,2025-01-27
3463,Locations,"PGs available in Pimple Saudagar, Baner, Kharadi",2025-02-02
3464,Pricing,Shared room in Talwade: ₹18493/month,2025-01-07
3465,Offers,₹2000 off for 6-month stays,2025-01-29
3466,Offers,Free first-week meals,2025-02-01
3467,Offers,Free first-week meals,2025-01-23
3468,Offers,₹2000 off for 6-month stays,2025-01-07
3469,Offers,Free first-week meals,2025-01-20
3470,Availability,8 Private rooms available in Hinjawadi,2025-01-20
3471,Offers,Free first-week meals,2025-01-06
3472,Pricing,Shared room in Hinjawadi: ₹19993/month,2025-01-05
3473,Locations,"PGs available in Baner, Talwade, Pimple Saudagar, Hinjawadi",2025-01-26
3474,Availability,4 Private rooms available in Pimple Saudagar,2025-01-22
3475,Pricing,Shared room in Pimple Saudagar: ₹19020/month,2025-01-22
3476,Locations,"PGs available in Hinjawadi, Baner, Talwade, Pimple Saudagar, Kharadi",2025-01-09
3477,Offers,Free first-week meals,2025-02-03
3478,Locations,"PGs available in Baner, Kharadi, Hinjawadi, Pimple Saudagar, Talwade",2025-02-01
3479,Offers,10% discount for new customers,2025-01-16
3480,Locations,"PGs available in Pimple Saudagar, Talwade, Baner, Kharadi, Hinjawadi",2025-01-13
3481,Pricing,Shared room in Talwade: ₹17500/month,2025-01-14
3482,Availability,10 Executive rooms available in Baner,2025-01-22
